exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,en_G,en_H,en_I,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,subject,choice_count
examtopics,CLF-01,476,"A company is using AWS Lambda.Which task is the company’s responsibility, according to the AWS shared responsibility model?",D,C,Update the Lambda runtime language.,Maintain the runtime environment.,Maintain the networking infrastructure.,Configure the resource.,,,,,,AWS 공유 책임 모델에 따르면 회사는 AWS Lambda를 사용하고 있습니다.,Lambda 런타임 언어를 업데이트하십시오.,런타임 환경을 유지하십시오.,네트워킹 인프라를 유지하십시오.,리소스를 구성합니다.,,0,4
examtopics,CLF-01,477,A company needs to process data from satellite communications without managing any infrastructure.Which AWS service should the company use to meet these requirements?,D,D,Amazon CloudWatch,Amazon Aurora,Amazon Athena,AWS Ground Station,,,,,,회사는 인프라를 관리하지 않고 위성 커뮤니케이션에서 데이터를 처리해야합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족해야합니까?,Amazon CloudWatch,Amazon Aurora,Amazon Athena,AWS 지상국,,0,4
examtopics,CLF-01,478,A company wants to run its applications in the AWS Cloud. The company does not have enough staff to maintain and protect its critical business applications.Which AWS service should the company use to perform these tasks?,D,D,AWS Shield,Amazon RDS,AWS Config,AWS Managed Services (AMS),,,,,,회사는 AWS 클라우드에서 응용 프로그램을 실행하려고합니다. 회사는 중요한 비즈니스 응용 프로그램을 유지하고 보호 할 직원이 충분하지 않습니다. 회사는 이러한 작업을 수행하기 위해 어떤 AWS 서비스를 사용해야합니까?,AWS Shield,Amazon RDS,AWS Config,AWS 관리 서비스 (AMS),,0,4
examtopics,CLF-01,479,A company needs to test a new application that was written in Python. The code will activate when new images are stored in an Amazon S3 bucket. The application will put a watermark on each image and then will store the images in a different S3 bucket.Which AWS service should the company use to conduct the test with the LEAST amount of operational overhead?,C,C,Amazon EC2,AWS Code Deploy,AWS Lambda,Amazon Lightsail,,,,,,회사는 Python으로 작성된 새로운 응용 프로그램을 테스트해야합니다. 새로운 이미지가 Amazon S3 버킷에 저장되면 코드가 활성화됩니다. 응용 프로그램은 각 이미지에 워터 마크를 넣은 다음 이미지를 다른 S3 버킷에 저장합니다. 회사가 최소한의 운영 오버 헤드로 테스트를 수행하는 데 사용해야하는 AWS 서비스는 무엇입니까?,아마존 EC2,AWS Code Deploy,AWS Lambda,Amazon Lightsail,,0,4
examtopics,CLF-01,480,A cloud engineer needs to track AWS costs. The cloud engineer also needs to receive event driven alerts when costs exceed specific thresholds.Which AWS tool provides this functionality?,B,A,AWS Cost Explorer,AWS Budgets,Cost allocation tags,AWS Cost and Usage Reports,,,,,,클라우드 엔지니어는 AWS 비용을 추적해야합니다. 클라우드 엔지니어는 비용이 특정 임계 값을 초과 할 때 이벤트 구동 알림을 받아야합니다. AWS 도구는이 기능을 제공합니까?,AWS Cost Explorer,AWS Budgets,비용 할당 태그,AWS 비용 및 사용 보고서,,0,4
examtopics,CLF-01,481,Which of the following is available to a company that has an AWS Business Support plan?,D,C,AWS Support concierge,AWS DDoS Response Team (DRT),AWS technical account manager (TAM),AWS Health API,,,,,,다음 중 AWS 비즈니스 지원 계획이있는 회사에서 사용할 수있는 것은 무엇입니까?,AWS는 컨시어지를 지원합니다,AWS DDOS 응답 팀 (DRT),AWS 기술 계정 관리자 (TAM),AWS Health API,,0,4
examtopics,CLF-01,482,A company wants to migrate its on-premises data warehouse to AWS. The information in the data warehouse is used to populate analytics dashboards.Which AWS service should the company use for the data warehouse?,D,D,Amazon ElastiCache,Amazon Aurora,Amazon RDS,Amazon Redshift,,,,,,회사는 온-프레미스 데이터웨어 하우스를 AWS로 마이그레이션하기를 원합니다. 데이터웨어 하우스의 정보는 분석 대시 보드를 채우는 데 사용됩니다. 회사는 데이터웨어 하우스에 어떤 AWS 서비스를 사용해야합니까?,Amazon ElastiCache,Amazon Aurora,Amazon RDS,Amazon Redshift,,0,4
examtopics,CLF-01,483,A company wants to use machine learning to identify suspicious activities in its AWS account.Which AWS service provides this functionality?,C,C,AWS Shield,Amazon Macie,Amazon Detective,AWS WAF,,,,,,회사는 기계 학습을 사용하여 AWS 계정에서 의심스러운 활동을 식별하려고합니다. AWS 서비스는이 기능을 제공합니까?,AWS Shield,당신이 가진 아마존,Amazon Detective,AWS WAF,,0,4
examtopics,CLF-01,484,A company is hosting a web application in a Docker container on Amazon EC2.AWS is responsible for which of the following tasks?,C,C,Scaling the web application and services developed with Docker,Provisioning or scheduling containers to run on clusters and maintain their availability,Performing hardware maintenance in the AWS facilities that run the AWS Cloud,"Managing the guest operating system, including updates and security patches",,,,,,회사는 Amazon EC2.AWS의 Docker 컨테이너에서 웹 응용 프로그램을 호스팅하고 있습니다.,Docker로 개발 된 웹 응용 프로그램 및 서비스 스케일링,클러스터에서 실행하고 가용성을 유지하도록 컨테이너 프로비저닝 또는 예약,AWS 클라우드를 운영하는 AWS 시설에서 하드웨어 유지 보수 수행,업데이트 및 보안 패치를 포함하여 게스트 운영 체제 관리,,0,4
examtopics,CLF-01,485,Which options does AWS make available for customers who want to learn about security in the cloud in an instructor-led setting? (Choose two.),BE,BE,AWS Trusted Advisor,AWS Online Tech Talks,AWS Blog,AWS Forums,AWS Classroom Training,,,,,강사 주도 설정에서 클라우드의 보안에 대해 배우고 자하는 고객이 AWS를 사용할 수있는 옵션은 무엇입니까? (2 개 선택.),AWS Trusted Advisor,AWS 온라인 기술 대화,AWS 블로그,AWS 포럼,AWS 교실 훈련,0,5
examtopics,CLF-01,486,Which AWS service will help a company identify the user who deleted an Amazon EC2 instance yesterday?,C,C,Amazon CloudWatch,AWS Trusted Advisor,AWS CloudTrail,Amazon Inspector,,,,,,어제 Amazon EC2 인스턴스를 삭제 한 사용자를 식별하는 데 도움이되는 AWS 서비스는 무엇입니까?,Amazon CloudWatch,AWS Trusted Advisor,AWS CloudTrail,Amazon Inspector,,0,4
examtopics,CLF-01,487,A company is configuring its AWS Cloud environment. The company's administrators need to group users together and apply permissions to the group.Which AWS service or feature can the company use to meet these requirements?,D,D,AWS Organizations,Resource groups,Resource tagging,AWS Identity and Access Management (IAM),,,,,,회사는 AWS 클라우드 환경을 구성하고 있습니다. 회사의 관리자는 사용자를 함께 그룹화하고 그룹에 권한을 적용해야합니다. 회사가 이러한 요구 사항을 충족하기 위해 어떤 AWS 서비스 또는 기능을 사용할 수 있습니까?,AWS Organizations,리소스 그룹,리소스 태깅,AWS Identity and Access Management (IAM),,0,4
examtopics,CLF-01,488,Which statement describes a characteristic of the AWS global infrastructure?,C,C,Edge locations contain multiple AWS Regions,AWS Regions contain multiple Regional edge caches,Availability Zones contain multiple data centers,Each data center contains multiple edge locations,,,,,,AWS 글로벌 인프라의 특징을 설명하는 어떤 진술은 무엇입니까?,가장자리 위치에는 여러 AWS 영역이 포함되어 있습니다,AWS 지역에는 여러 지역 가장자리 캐시가 포함되어 있습니다,가용성 영역에는 여러 데이터 센터가 포함되어 있습니다,각 데이터 센터에는 여러 에지 위치가 있습니다,,0,4
examtopics,CLF-01,489,A company has an online shopping website and wants to store customers' credit card data. The company must meet Payment Card Industry (PCI) standards.Which service can the company use to access AWS compliance documentation?,B,B,Amazon Cloud Directory,AWS Artifact,AWS Trusted Advisor,Amazon Inspector,,,,,,회사에는 온라인 쇼핑 웹 사이트가 있으며 고객의 신용 카드 데이터를 저장하려고합니다. 회사는 지불 카드 산업 (PCI) 표준을 충족해야합니다. 회사는 AWS 규정 준수 문서에 액세스하기 위해 어떤 서비스를 사용할 수 있습니까?,아마존 클라우드 디렉토리,AWS Artifact,AWS Trusted Advisor,Amazon Inspector,,0,4
examtopics,CLF-01,490,Which AWS service can a company use to perform complex analytical queries?,C,C,Amazon RDS,Amazon DynamoDB,Amazon Redshift,Amazon ElastiCache,,,,,,회사가 복잡한 분석 쿼리를 수행하기 위해 어떤 AWS 서비스를 사용할 수 있습니까?,Amazon RDS,Amazon DynamoDB,Amazon Redshift,Amazon ElastiCache,,1,4
examtopics,CLF-01,492,What tool enables customers without an AWS account to estimate costs for almost all AWS services?,DB,A,Cost Explorer,TCO Calculator,AWS Budgets,Simple Monthly Calculator,,,,,,AWS 계정이없는 고객이 거의 모든 AWS 서비스에 대한 비용을 추정 할 수있는 도구는 무엇입니까?,Cost Explorer,TCO 계산기,AWS Budgets,간단한 월간 계산기,,0,4
examtopics,CLF-01,493,Which component must be attached to a VPC to enable inbound Internet access?,D,C,NAT gateway,VPC endpoint,VPN connection,Internet gateway,,,,,,인바운드 인터넷 액세스를 가능하게하려면 어떤 구성 요소를 VPC에 부착해야합니까?,NAT gateway,VPC 엔드 포인트,VPN 연결,Internet gateway,,0,4
examtopics,CLF-01,494,Which pricing model would result in maximum Amazon Elastic Compute Cloud (Amazon EC2) savings for a database server that must be online for one year?,C,C,Spot Instance,On-Demand Instance,Partial Upfront Reserved Instance,No Upfront Reserved Instance,,,,,,1 년 동안 온라인에 있어야하는 데이터베이스 서버에 대한 Amazon Elastic Compute Cloud (Amazon EC2) 절약을 최대로 만드는 가격 모델은 어떤 가격이 있습니까?,스팟 인스턴스,주문형 인스턴스,부분 선불 예약 인스턴스,선행 예약 인스턴스가 없습니다,,4,4
examtopics,CLF-01,495,A company has a MySQL database running on a single Amazon EC2 instance. The company now requires higher availability in the event of an outage.Which set of tasks would meet this requirement?,C,C,Add an Application Load Balancer in front of the EC2 instance,Configure EC2 Auto Recovery to move the instance to another Availability Zone,Migrate to Amazon RDS and enable Multi-AZ,Enable termination protection for the EC2 instance to avoid outages,,,,,,회사에는 단일 Amazon EC2 인스턴스에서 MySQL 데이터베이스가 실행 중입니다. 회사는 이제 정전시 더 높은 가용성이 필요합니다. 어떤 작업 세트 가이 요구 사항을 충족시킬 것인가?,EC2 인스턴스 앞에서 응용 프로그램로드 밸런서 추가,인스턴스를 다른 가용성 영역으로 이동시키기 위해 EC2 자동 복구 구성,Amazon RDS로 마이그레이션하고 Multi-AZ를 활성화하십시오,정전을 피하기 위해 EC2 인스턴스에 대한 종료 보호 활성화,,0,4
examtopics,CLF-01,496,A company wants to ensure that AWS Management Console users are meeting password complexity requirements.How can the company configure password complexity?,CA,A,Using an AWS IAM user policy,Using an AWS Organizations service control policy (SCP),Using an AWS IAM account password policy,Using an AWS Security Hub managed insight,,,,,,회사는 AWS Management Console 사용자가 암호 복잡성 요구 사항을 충족시키고 있는지 확인하려고합니다. 회사는 어떻게 암호 복잡성을 구성 할 수 있습니까?,AWS IAM 사용자 정책 사용,AWS 조직 서비스 제어 정책 (SCP) 사용,AWS IAM 계정 비밀번호 정책 사용,AWS 보안 허브 관리 통찰력을 사용합니다,,0,4
examtopics,CLF-01,497,"Under the AWS shared responsibility model, which of the following is the customer's responsibility?",A,A,Patching guest OS and applications,Patching and fixing flaws in the infrastructure,Physical and environmental controls,Configuration of AWS infrastructure devices,,,,,,AWS 공유 책임 모델에서 다음 중 고객의 책임은 무엇입니까?,게스트 OS 및 응용 프로그램 패치,인프라의 결함 패치 및 고정,"물리적, 환경 적 통제",AWS 인프라 장치의 구성,,0,4
examtopics,CLF-01,498,Which of the following tasks is required to deploy a PCI-compliant workload on AWS?,D,D,Use any AWS service and implement PCI controls at the application layer,Use an AWS service that is in-scope for PCI compliance and raise an AWS support ticket to enable PCI compliance at the application layer,Use any AWS service and raise an AWS support ticket to enable PCI compliance on that service,Use an AWS service that is in scope for PCI compliance and apply PCI controls at the application layer,,,,,,AWS에 PCI 호환 워크로드를 배포하려면 다음 중 어떤 작업이 필요합니까?,AWS 서비스를 사용하고 응용 프로그램 계층에서 PCI 컨트롤을 구현하십시오.,PCI 규정 준수를위한 Scope 인 AWS 서비스를 사용하고 애플리케이션 계층에서 PCI 준수를 가능하게하기 위해 AWS 지원 티켓을 제기하십시오.,AWS 서비스를 사용하고 AWS 지원 티켓을 높이기 위해 해당 서비스에 대한 PCI 준수를 가능하게합니다.,PCI 준수 범위에있는 AWS 서비스를 사용하고 응용 프로그램 계층에서 PCI 컨트롤을 적용하십시오.,,0,4
examtopics,CLF-01,499,"A company is building an application that requires the ability to send, store, and receive messages between application components. The company has another requirement to process messages in first-in, first-out (FIFO) order.Which AWS service should the company use?",D,D,AWS Step Functions,Amazon Simple Notification Service (Amazon SNS),Amazon Kinesis Data Streams,Amazon Simple Queue Service (Amazon SQS),,,,,,"회사는 응용 프로그램 구성 요소간에 메시지를 보내고 저장 및받을 수있는 기능이 필요한 응용 프로그램을 구축하고 있습니다. 회사는 FIFO (First-in, First-At) 주문으로 메시지를 처리 해야하는 또 다른 요구 사항이 있습니다. 회사는 어떤 AWS 서비스를 사용해야합니까?",AWS 단계 기능,Amazon Simple Notification Service (Amazon SNS),Amazon Kinesis 데이터 스트림,Amazon Simple Queue Service (Amazon SQS),,0,4
examtopics,CLF-01,500,"AnyCompany recently purchased Example Corp. Both companies use AWS resources, and AnyCompany wants a single aggregated bill.Which option allows AnyCompany to receive a single bill?",C,D,Example Corp. must submit a request to its AWS solutions architect or AWS technical account manager to link the accounts and consolidate billing.,AnyCompany must create a new support case in the AWS Support Center requesting that both bills be combined.,Send an invitation to join the organization from AnyCompany's AWS Organizations master account to Example Corp.,"Migrate the Example Corp. VPCs, Amazon EC2 instances, and other resources into the AnyCompany AWS account.",,,,,,AnyCompany는 최근 예제 Corp을 구매했습니다. 두 회사 모두 AWS 리소스를 사용하고 AdeCompany는 단일 집계 청구서를 원합니다. 어떤 옵션은 어떤 옵션이 단일 청구서를받을 수 있습니까?,Corp.는 AWS Solutions Architect 또는 AWS 기술 계정 관리자에게 요청을 제출하여 계정을 연결하고 청구를 통합해야합니다.,AnyCompany는 AWS 지원 센터에서 두 청구서를 결합하도록 요청하는 새로운 지원 사례를 작성해야합니다.,AnyCompany의 AWS 조직에서 Mas,"예제 Corp. VPCS, Amazon EC2 인스턴스 및 기타 리소스를 AnyCompany AWS 계정으로 마이그레이션하십시오.",,0,4
examtopics,CLF-01,501,Which tool can be used to create alerts when the actual or forecasted cost of AWS services exceeds a certain threshold?,B,B,Cost Explorer,AWS Budgets,AWS Cost and Usage Report,AWS CloudTrail,,,,,,AWS 서비스의 실제 또는 예측 비용이 특정 임계 값을 초과 할 때 경고를 생성하는 데 사용될 수있는 도구는 무엇입니까?,Cost Explorer,AWS Budgets,AWS 비용 및 사용 보고서,AWS CloudTrail,,0,4
examtopics,CLF-01,502,"A user has limited knowledge of AWS services, but wants to quickly deploy a scalable Node.js application in the AWS Cloud.Which service should be used to deploy the application?",B,B,AWS CloudFormation,AWS Elastic Beanstalk,Amazon EC2,AWS OpsWorks,,,,,,사용자는 AWS 서비스에 대한 지식이 제한되어 있지만 AWS Cloud에 확장 가능한 node.js 응용 프로그램을 신속하게 배포하려고합니다. 응용 프로그램을 배포하는 데 어떤 서비스가 사용되어야합니까?,AWS CloudFormation,AWS Elastic Beanstalk,아마존 EC2,AWS opsworks,,0,4
examtopics,CLF-01,503,Which AWS Trusted Advisor check is available to all AWS users?,ACB,C,Core checks,All checks,Cost optimization checks,Fault tolerance checks,,,,,,모든 AWS 사용자가 어떤 AWS 신뢰할 수있는 고문 점검을 사용할 수 있습니까?,핵심 점검,모든 수표,비용 최적화 점검,결함 공차 점검,,0,4
examtopics,CLF-01,504,A web developer is concerned that a DDoS attack could target an application.Which AWS services or features can help protect against such an attack? (Choose two.),AC,AB,AWS Shield,AWS CloudTrail,Amazon CloudFront,AWS Support Center,AWS Service Health Dashboard,,,,,웹 개발자는 DDOS 공격이 응용 프로그램을 대상으로 할 수 있다고 우려하고 있습니다. AWS 서비스 나 기능이 그러한 공격을 방지하는 데 도움이 될 수 있습니까? (2 개 선택.),AWS Shield,AWS CloudTrail,Amazon CloudFront,AWS Support Center,AWS Service Health Dashboard,0,5
examtopics,CLF-01,505,"Which AWS service gives users on-demand, self-service access to AWS compliance control reports?",D,D,AWS Config,Amazon GuardDuty,AWS Trusted Advisor,AWS Artifact,,,,,,AWS 규정 준수 제어 보고서에 대한 주문형 셀프 서비스 액세스 사용자에게 어떤 AWS 서비스가 제공됩니까?,AWS Config,Amazon GuardDuty,AWS Trusted Advisor,AWS Artifact,,0,4
examtopics,CLF-01,506,A company wants to provide one of its employees with access to Amazon RDS. The company also wants to limit the interaction to only the AWS CLI and AWS software development kits (SDKs).Which combination of actions should the company take to meet these requirements while following the principles of least privilege? (Choose two.),BE,BE,Create an IAM user and provide AWS Management Console access only.,Create an IAM user and provide programmatic access only.,Create an IAM role and provide AWS Management Console access only.,Create an IAM policy with administrator access and attach it to the IAM user.,Create an IAM policy with Amazon RDS access and attach it to the IAM user.,,,,,회사는 직원 중 한 명에게 Amazon RDS에 대한 액세스 권한을 제공하기를 원합니다. 회사는 또한 상호 작용을 AWS CLI 및 AWS 소프트웨어 개발 키트 (SDKS)로만 제한하려고합니다. 최소한의 특권의 원칙에 따라 회사가 이러한 요구 사항을 충족시키기 위해 어떤 조치를 취해야합니까? (2 개 선택.),IAM 사용자를 생성하고 AWS 관리 콘솔 액세스 만 제공하십시오.,IAM 사용자를 생성하고 프로그래밍 방식 액세스 만 제공하십시오.,IAM 역할을 작성하고 AWS 관리 콘솔 액세스 만 제공하십시오.,관리자 액세스로 IAM 정책을 작성하고 IAM 사용자에게 첨부하십시오.,Amazon RDS 액세스로 IAM 정책을 작성하여 IAM 사용자에게 첨부하십시오.,0,5
examtopics,CLF-01,507,"A company has a compliance requirement to record and evaluate configuration changes, as well as perform remediation actions on AWS resources.Which AWS service should the company use?",A,A,AWS Config,AWS Secrets Manager,AWS CloudTrail,AWS Trusted Advisor,,,,,,회사는 구성 변경을 기록하고 평가하고 AWS 리소스에 대한 개선 조치를 수행하기위한 규정 준수 요구 사항이 있습니다. 회사는 어떤 서비스를 사용해야합니까?,AWS Config,AWS 비밀 관리자,AWS CloudTrail,AWS Trusted Advisor,,0,4
examtopics,CLF-01,508,What are the advantages of deploying an application with Amazon EC2 instances in multiple Availability Zones? (Choose two.),AD,AD,Preventing a single point of failure,Reducing the operational costs of the application,Allowing the application to serve cross-region users with low latency,Increasing the availability of the application,Increasing the load of the application,,,,,여러 가용성 영역에서 Amazon EC2 인스턴스로 응용 프로그램을 배포 할 때의 장점은 무엇입니까? (2 개 선택.),단일 실패 지점을 방지합니다,응용 프로그램의 운영 비용 절감,애플리케이션이 대기 시간이 낮은 지역 간 사용자에게 서비스를 제공하도록 허용,응용 프로그램의 가용성 증가,응용 프로그램의 부하 증가,1,5
examtopics,CLF-01,509,A workload on AWS will run for the foreseeable future by using a consistent number of Amazon EC2 instances.What pricing model will minimize cost while ensuring that compute resources remain available?,D,D,Dedicated Hosts,On-Demand Instances,Spot Instances,Reserved Instances,,,,,,AWS에 대한 워크로드는 일관된 수의 Amazon EC2 인스턴스를 사용하여 가까운 미래에 실행됩니다. 컴퓨팅 리소스를 사용할 수 있도록 비용을 최소화하는 가격 책정 모델은 무엇입니까?,전용 호스트,주문형 인스턴스,스팟 인스턴스,예약 된 인스턴스,,0,4
examtopics,CLF-01,510,Which tool can be used to identify scheduled changes to the AWS infrastructure?,A,A,AWS Personal Health Dashboard,AWS Trusted Advisor,Billing Dashboard,AWS Config,,,,,,AWS 인프라에 대한 예정된 변경 사항을 식별하는 데 사용할 수있는 도구는 무엇입니까?,AWS 개인 건강 대시 보드,AWS Trusted Advisor,청구 대시 보드,AWS Config,,0,4
examtopics,CLF-01,511,Which of the following is the customer's responsibility when using Amazon RDS?,B,D,Patching the operating system of underlying hardware,Controlling traffic to and from the database through security groups,Running backups that enable point-in-time recovery of a DB instance,Replacing failed DB instances,,,,,,Amazon RDS를 사용할 때 다음 중 고객의 책임은 무엇입니까?,기본 하드웨어 운영 체제 패치,보안 그룹을 통해 데이터베이스를 오가는 트래픽 제어,DB 인스턴스의 포인트-타임 복구를 가능하게하는 백업 실행,실패한 DB 인스턴스를 교체합니다,,0,4
examtopics,CLF-01,512,What is the customer's responsibility when using AWS Lambda?,DB,D,Operating system configuration,Application management,Platform management,Code encryption,,,,,,AWS Lambda를 사용할 때 고객의 책임은 무엇입니까?,운영 체제 구성,응용 관리,플랫폼 관리,코드 암호화,,0,4
examtopics,CLF-01,513,A company wants to be notified when its AWS Cloud costs or usage exceed defined thresholds.Which AWS service will support these requirements?,A,A,AWS Budgets,Cost Explorer,AWS CloudTrail,Amazon Macie,,,,,,회사는 AWS 클라우드 비용 또는 사용량이 정의 된 임계 값을 초과 할 때 통보되기를 원합니다. AWS 서비스는 이러한 요구 사항을 지원합니까?,AWS Budgets,Cost Explorer,AWS CloudTrail,당신이 가진 아마존,,0,4
examtopics,CLF-01,514,Which AWS service provides the ability to host a NoSQL database in the AWS Cloud?,B,B,Amazon Aurora,Amazon DynamoDB,Amazon RDS,Amazon Redshift,,,,,,AWS 클라우드에서 NOSQL 데이터베이스를 호스팅하는 기능을 제공하는 AWS 서비스는 무엇입니까?,Amazon Aurora,Amazon DynamoDB,Amazon RDS,Amazon Redshift,,0,4
examtopics,CLF-01,515,Which AWS service allows customers to purchase unused Amazon EC2 capacity at an often discounted rate?,D,D,Reserved Instances,On-Demand Instances,Dedicated Instances,Spot Instances,,,,,,고객이 사용하지 않는 Amazon EC2 용량을 종종 할인 된 요금으로 구매할 수있는 AWS 서비스는 무엇입니까?,예약 된 인스턴스,주문형 인스턴스,전용 인스턴스,스팟 인스턴스,,0,4
examtopics,CLF-01,516,Which AWS service or feature requires an internet service provider (ISP) and a colocation facility to be implemented?,C,C,AWS VPN,Amazon Connect,AWS Direct Connect,Internet gateway,,,,,,ISP (Internet Service Provider)와 코 로케이션 시설을 구현 해야하는 AWS 서비스 또는 기능은 무엇입니까?,AWS VPN,아마존 연결,AWS Direct Connect,Internet gateway,,0,4
examtopics,CLF-01,517,Which AWS services offer compute capabilities? (Choose two.),AE,AE,Amazon EC2,Amazon S3,Amazon Elastic Block Store (Amazon EBS),Amazon Cognito,AWS Lambda,,,,,어떤 AWS 서비스가 컴퓨팅 기능을 제공합니까? (2 개 선택.),아마존 EC2,아마존 SAA,Amazon Elastic Block Store (Amazon EBS),Amazon Cognito,AWS Lambda,0,5
examtopics,CLF-01,518,Which AWS service gives users the ability to download compliance reports from third party auditors?,C,C,AWS Lambda,AWS Trusted Advisor,AWS Artifact,AWS Audit Manager,,,,,,어떤 AWS 서비스가 사용자에게 제 3 자 감사원의 규정 준수 보고서를 다운로드 할 수있는 기능을 제공합니까?,AWS Lambda,AWS Trusted Advisor,AWS Artifact,AWS 감사 관리자,,0,4
examtopics,CLF-01,519,Which AWS service should a cloud practitioner use to identify security vulnerabilities of an AWS account?,D,D,AWS Secrets Manager,Amazon Cognito,Amazon Macie,AWS Trusted Advisor,,,,,,클라우드 실무자는 AWS 계정의 보안 취약점을 식별하기 위해 어떤 AWS 서비스를 사용해야합니까?,AWS 비밀 관리자,Amazon Cognito,당신이 가진 아마존,AWS Trusted Advisor,,0,4
examtopics,CLF-01,520,A company wants to ensure its infrastructure is designed for fault tolerance and business continuity in the event of an environmental disruption.Which AWS infrastructure component should the company replicate across?,BC,B,Edge locations,Availability Zones,Regions,Amazon Route 53,,,,,,회사는 환경 혼란이 발생할 때 인프라가 고장 및 비즈니스 연속성을 위해 설계되도록하고자합니다. 회사가 복제 해야하는 AWS 인프라 구성 요소는 무엇입니까?,Edge locations,Availability Zones,Regions,Amazon Route 53,,0,4
examtopics,CLF-01,521,Which AWS service uses a combination of publishers and subscribers?,B,B,AWS Lambda,Amazon Simple Notification Service (Amazon SNS),Amazon Cloud Watch,AWS CloudFormation,,,,,,어떤 AWS 서비스가 게시자와 가입자의 조합을 사용합니까?,AWS Lambda,Amazon Simple Notification Service (Amazon SNS),Amazon Cloud Watch,AWS CloudFormation,,0,4
examtopics,CLF-01,522,Which AWS Cloud design principles can help increase reliability? (Choose two.),CE,CE,Using monolithic architecture,Measuring overall efficiency,Testing recovery procedures,Adopting a consumption model,Automatically recovering from failure,,,,,신뢰성을 높이는 데 도움이 될 수있는 AWS 클라우드 디자인 원칙은 무엇입니까? (2 개 선택.),모 놀리 식 아키텍처 사용,전반적인 효율성 측정,복구 절차 테스트,소비 모델 채택,자동으로 실패에서 복구됩니다,0,5
examtopics,CLF-01,523,A company is planning to launch an ecommerce site in a single AWS Region to a worldwide user base.Which AWS services will allow the company to reach users and provide low latency and high transfer speeds? (Choose two.),BD,AD,Application Load Balancer,AWS Global Accelerator,AWS Direct Connect,Amazon CloudFront,AWS Lambda,,,,,회사는 단일 AWS 지역에서 전세계 사용자 기반으로 전자 상거래 사이트를 시작할 계획입니다. AWS 서비스는 사용자에게 도달하고 낮은 대기 시간 및 높은 전송 속도를 제공 할 수 있습니까? (2 개 선택.),응용 프로그램로드 밸런서,AWS 글로벌 가속기,AWS Direct Connect,Amazon CloudFront,AWS Lambda,0,5
examtopics,CLF-01,524,"A company wants to connect to AWS over a private, low-latency connection from its remote office.What is the recommended method to meet these requirements?",D,D,Create a VPN tunnel,Connect across the public internet,Use VPC peering to create a connection.,Use AWS Direct Connect.,,,,,,회사는 원격 사무실에서 비공개로 변하지 않는 연결을 통해 AWS에 연결하려고합니다. 이러한 요구 사항을 충족하는 권장 방법은 무엇입니까?,VPN 터널을 만듭니다,공개 인터넷을 통해 연결하십시오,VPC 피어링을 사용하여 연결을 만듭니다.,AWS Direct Connect를 사용하십시오.,,0,4
examtopics,CLF-01,525,Which AWS service has unlimited free use?,CDB,B,Amazon SageMaker,AWS Config,AWS Organizations,Amazon Cloud Watch,,,,,,어떤 AWS 서비스가 무제한 무료 사용이 있습니까?,아마존 Sagemaker,AWS Config,AWS Organizations,Amazon Cloud Watch,,0,4
examtopics,CLF-01,526,A company has an AWS-hosted website located behind an Application Load Balancer. The company wants to safeguard the website from SQL injection or cross- site scripting.Which AWS service should the company use?,B,B,Amazon GuardDuty,AWS WAF,AWS Trusted Advisor,Amazon Inspector,,,,,,회사는 응용 프로그램로드 밸런서 뒤에 AWS 호스팅 웹 사이트가 있습니다. 회사는 SQL 주입 또는 크로스 사이트 스크립팅으로부터 웹 사이트를 보호하려고합니다. 회사는 어떤 서비스를 사용해야합니까?,Amazon GuardDuty,AWS WAF,AWS Trusted Advisor,Amazon Inspector,,1,4
examtopics,CLF-01,527,A company is building an application that will receive millions of database queries each second. The company needs the data store for the application to scale to meet these needs.Which AWS service will meet this requirement?,A,B,Amazon DynamoDB,AWS Cloud9,Amazon Elastic ache for Memcached,Amazon Neptune,,,,,,회사는 매 초마다 수백만 개의 데이터베이스 쿼리를받을 응용 프로그램을 구축하고 있습니다. 회사는 이러한 요구를 충족시키기 위해 응용 프로그램을 확장하기 위해 데이터 저장소가 필요합니다. 어떤 AWS 서비스 가이 요구 사항을 충족합니까?,Amazon DynamoDB,AWS Cloud9,Memcached를위한 아마존 탄성 통증,Amazon Neptune,,0,4
examtopics,CLF-01,528,A company is running a self-managed Oracle database directly on Amazon EC2 for its steady-state database. The company wants to reduce compute costs.Which option should the company use to maximize savings over a 3-year term?,C,C,EC2 Dedicated Instances,EC2 Spot Instances,EC2 Reserved Instances,EC2 On-Demand Instances,,,,,,회사는 정상 상태 데이터베이스를 위해 Amazon EC2에서 자체 관리되는 Oracle 데이터베이스를 직접 실행하고 있습니다. 회사는 컴퓨팅 비용을 줄이려고합니다. 회사는 3 년 임기 동안 저축을 극대화하기 위해 어떤 옵션을 사용해야합니까?,EC2 전용 인스턴스,EC2 스팟 인스턴스,EC2 예약 인스턴스,EC2 주문형 인스턴스,,1,4
