문제내용-영어,문제내용-한글,보기,진짜답,내제출답,비고
"A retail company has recently migrated its website to AWS. The company wants to ensure that it is protected from SQL injection attacks. The website uses an
Application Load Balancer to distribute traffic to multiple Amazon EC2 instances.
Which AWS service or feature can be used to create a custom rule that blocks SQL injection attacks?","한 소매 회사가 최근 웹 사이트를 AWS로 마이그레이션했습니다. 회사는 SQL 인젝션 공격으로부터 보호받기를 원합니다. 웹 사이트는
Application Load Balancer를 사용하여 여러 Amazon EC2 인스턴스에 트래픽을 분산합니다.
SQL 삽입 공격을 차단하는 사용자 지정 규칙을 생성하는 데 사용할 수 있는 AWS 서비스 또는 기능은 무엇입니까?","A. Security groups
B. AWS WAF
C. Network ACLs
D. AWS Shield",b,b,
Which AWS service provides a feature that can be used to proactively monitor and plan for the service quotas of AWS resources?,AWS 리소스의 서비스 할당량을 사전에 모니터링하고 계획하는 데 사용할 수 있는 기능을 제공하는 AWS 서비스는 무엇입니까?,"A. AWS CloudTrail
B. AWS Personal Health Dashboard
C. AWS Trusted Advisor
D. Amazon CloudWatch",c,a,서비스 쿼타가 아니라... 어드바이져에서도 서비스 한도 체킹 가능함
Which of the following is an advantage that users experience when they move on-premises workloads to the AWS Cloud?,다음 중 사용자가 온프레미스 워크로드를 AWS 클라우드로 이동할 때 경험하는 이점은 무엇입니까?,"A. Elimination of expenses for running and maintaining data centers
B. Price discounts that are identical to discounts from hardware providers
C. Distribution of all operational controls to AWS
D. Elimination of operational expenses",a,a,
Which design principle is included in the operational excellence pillar of the AWS Well-Architected Framework?,AWS Well-Architected 프레임워크의 운영 우수성에 포함된 설계 원칙은 무엇입니까?,"A. Create annotated documentation.
B. Anticipate failure.
C. Ensure performance efficiency.
D. Optimize costs.
",b,a,영어 해석 잘못 + 실패 예상 망각
Which AWS services offer gateway VPC endpoints that can be used to avoid sending traffic over the internet? (Choose two.),인터넷을 통한 트래픽 전송을 방지하는 데 사용할 수 있는 게이트웨이 VPC 엔드포인트를 제공하는 AWS 서비스는 무엇입니까? (두 가지를 선택하세요.),"A. Amazon Simple Notification Service (Amazon SNS)
B. Amazon Simple Queue Service (Amazon SQS)
C. AWS CodeBuild
D. Amazon S3
E. Amazon DynamoDB","d,e","d,e",
"Which of the following is the customer responsible for updating and patching, according to the AWS shared responsibility model?",다음 중 AWS 공유 책임 모델에 따라 고객이 업데이트 및 패치 적용을 담당하는 것은 무엇입니까?,"A. Amazon FSx for Windows File Server
B. Amazon WorkSpaces virtual Windows desktop
C. AWS Directory Service for Microsoft Active Directory
D. Amazon RDS for Microsoft SQL Server",b,b,
"Who has the responsibility to patch the host operating system of an Amazon EC2 instance, according to the AWS shared responsibility model?",AWS 공동 책임 모델에 따라 Amazon EC2 인스턴스의 호스트 운영 체제를 패치할 책임은 누구에게 있습니까?,"A. Both AWS and the customer
B. The customer only
C. The EC2 hardware manufacturer
D. AWS only","d,b",b,논란이 있음 b가 맞음 https://aws.amazon.com/compliance/shared-responsibility-model/#:~:text=Patch%20Management%20%E2%80%93%20AWS%20is%20responsible%20for%20patching%20and%20fixing%20flaws%20within%20the%20infrastructure%2C%20but%20customers%20are%20responsible%20for%20patching%20their%20guest%20OS%20and%20applications.
"A company is using an Amazon RDS DB instance for an application that is deployed in the AWS Cloud. The company needs regular patching of the operating system of the server where the DB instance runs.
What is the company's responsibility in this situation, according to the AWS shared responsibility model?
","회사는 AWS 클라우드에 배포된 애플리케이션에 Amazon RDS DB 인스턴스를 사용하고 있습니다. 회사는 DB 인스턴스가 실행되는 서버의 운영 체제에 대한 정기적인 패치가 필요합니다.
AWS 공유 책임 모델에 따르면 이 상황에서 회사의 책임은 무엇입니까?
","A. Open a support case to obtain administrative access to the server so that the company can patch the DB instance operating system.
B. Open a support case and request that AWS patch the DB instance operating system.
C. Use administrative access to the server, and apply the operating system patches during the regular maintenance window that is defined for the DB instance.
D. Establish a regular maintenance window that tells AWS when to patch the DB instance operating system.","b,d",d,논란이 있음 https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_UpgradeDBInstance.Maintenance.html
Why is an AWS Well-Architected review a critical part of the cloud design process?,AWS Well-Architected 검토가 클라우드 설계 프로세스의 중요한 부분인 이유는 무엇입니까?,"A. A Well-Architected review is mandatory before a workload can run on AWS.
B. A Well-Architected review helps identify design gaps and helps evaluate design decisions and related documents.
C. A Well-Architected review is an audit mechanism that is a part of requirements for service level agreements.
D. A Well-Architected review eliminates the need for ongoing auditing and compliance tests.
",b,b,
"A company implements an Amazon EC2 Auto Scaling policy along with an Application Load Balancer to automatically recover unhealthy applications that run on
Amazon EC2 instances.
Which pillar of the AWS Well-Architected Framework does this action cover?
","회사는 Application Load Balancer와 함께 Amazon EC2 Auto Scaling 정책을 구현하여
Amazon EC2 인스턴스에서 실행되는 비정상 애플리케이션을 자동으로 복구합니다.
이 작업에서 다루는 AWS Well-Architected 프레임워크의 기둥은 무엇입니까?","A. Security
B. Performance efficiency
C. Operational excellence
D. Reliability",d,d,
Which AWS Cloud benefit is shown by an architecture's ability to withstand failures with minimal downtime?,가동 중지 시간을 최소화하면서 장애를 견딜 수 있는 아키텍처의 기능으로 표시되는 AWS 클라우드 이점은 무엇입니까?,"A. Agility
B. Elasticity
C. Scalability
D. High availability",d,d,
"Under the AWS shared responsibility model, which task is the customer's responsibility when managing AWS Lambda functions?",AWS 공유 책임 모델에서 AWS Lambda 기능을 관리할 때 고객이 책임지는 작업은 무엇입니까?,"A. Creating versions of Lambda functions
B. Maintaining server and operating systems
C. Scaling Lambda resources according to demand
D. Updating the Lambda runtime environment","a,d",a,d도 맞는말 같은데... https://docs.aws.amazon.com/lambda/latest/dg/runtimes-update.html
What does the AWS Concierge Support team provide?,AWS 컨시어지 지원 팀은 무엇을 제공합니까?,"A. A technical expert dedicated to the user
B. A primary point of contact for AWS Billing and AWS Support
C. A partner to help provide scaling guidance for an event launch
D. A dedicated AWS staff member who reviews the user's application architecture",b,b,
"A company needs to generate reports that can break down cloud costs by product, by company-defined tags, and by hour, day, and month.
Which AWS tool should the company use to meet these requirements?","회사는 제품, 회사 정의 태그, 시간, 일, 월별로 클라우드 비용을 분류할 수 있는 보고서를 생성해야 합니다.
회사에서 이러한 요구 사항을 충족하려면 어떤 AWS 도구를 사용해야 합니까?","A. Reserved Instance utilization and coverage reports
B. Savings Plans utilization reports
C. AWS Budgets reports
D. AWS Cost and Usage Reports",d,d,
"A company has a serverless application that includes an Amazon API Gateway API, an AWS Lambda function, and an Amazon DynamoDB database.
Which AWS service can the company use to trace user requests as they move through the application's components?","회사에 Amazon API Gateway API, AWS Lambda 함수 및 Amazon DynamoDB 데이터베이스가 포함된 서버리스 애플리케이션이 있습니다.
사용자가 애플리케이션 구성 요소를 이동할 때 사용자 요청을 추적하기 위해 회사에서 사용할 수 있는 AWS 서비스는 무엇입니까?","A. AWS CloudTrail
B. Amazon CloudWatch
C. Amazon Inspector
D. AWS X-Ray",d,b,"모니터링과 추적은 다른것임 , X-ray에 대해 더 잘아야할듯"
"A company needs to set up a petabyte-scale data warehouse in the AWS Cloud.
Which AWS service will meet this requirement?","회사는 AWS 클라우드에 페타바이트 규모의 데이터 웨어하우스를 설정해야 합니다.
이 요구 사항을 충족하는 AWS 서비스는 무엇입니까?","A. Amazon DynamoDB
B. Amazon RDS
C. Amazon Redshift
D. Amazon ElastiCache",c,c,
Which AWS service is always provided at no charge?,항상 무료로 제공되는 AWS 서비스는 무엇입니까?,"A. Amazon S3
B. AWS Identity and Access Management (IAM)
C. Elastic Load Balancers
D. AWS WAF",b,b,
"A company needs to design an AWS disaster recovery plan to cover multiple geographic areas.
Which action will meet this requirement?
","회사는 여러 지리적 영역을 포괄하는 AWS 재해 복구 계획을 설계해야 합니다.
이 요구 사항을 충족하는 조치는 무엇입니까?","A. Configure multiple AWS accounts.
B. Configure the architecture across multiple Availability Zones in an AWS Region.
C. Configure the architecture across multiple AWS Regions.
D. Configure the architecture among many edge locations.","b,c",c,논란 있음
Which of the following is a benefit of moving from an on-premises data center to the AWS Cloud?,다음 중 온프레미스 데이터 센터에서 AWS 클라우드로 이전할 때의 이점은 무엇입니까?,"A. Compute instances can be launched and terminated as needed to optimize costs.
B. Compute costs can be viewed in the AWS Billing and Cost Management console.
C. Users retain full administrative access to their compute instances.
D. Users can optimize costs by permanently running enough instances at peak load.",a,a,
In which ways does the AWS Cloud offer lower total cost of ownership (TCO) of computing resources than on-premises data centers? (Choose two.),AWS 클라우드는 어떤 방식으로 온프레미스 데이터 센터보다 컴퓨팅 리소스의 총소유비용(TCO)을 낮춥니까? (두 가지를 선택하세요.),"A. AWS replaces upfront capital expenditures with pay-as-you-go costs.
B. AWS is designed for high availability, which eliminates user downtime.
C. AWS eliminates the need for on-premises IT staff.
D. AWS uses economies of scale to continually reduce prices.
E. AWS offers a single pricing model for Amazon EC2 instances.","a,d","a,d",
Which AWS service monitors AWS accounts for security threats?,보안 위협에 대해 AWS 계정을 모니터링하는 AWS 서비스는 무엇입니까?,"A. Amazon GuardDuty
B. AWS Secrets Manager
C. Amazon Cognito
D. AWS Certificate Manager (ACM)",a,a,
Which benefit is included with an AWS Enterprise Support plan?,AWS Enterprise Support 플랜에는 어떤 혜택이 포함되어 있습니까?,"A. AWS Partner Network (APN) support at no cost.
B. Designated support from an AWS technical account manager (TAM)
C. On-site support from AWS engineers
D. AWS managed compliance as code with AWS Config",b,b,
Which task does AWS perform automatically?,AWS는 어떤 작업을 자동으로 수행합니까?,"A. Encrypt data that is stored in Amazon DynamoDB.
B. Patch Amazon EC2 instances.
C. Encrypt user network traffic.
D. Create TLS certificates for users' websites.","a,b","b,c","논란 많음, 다이나모 DB 암호화 볼것 → 
네, AWS DynamoDB는 저장 데이터의 암호화를 자동으로 지원합니다. 전송중 암호화는 왜 자동이 아닌가?"
"Which AWS service or tool can a company use to visualize, understand, and manage AWS spending and usage over time?","시간 경과에 따른 AWS 지출 및 사용량을 시각화, 이해 및 관리하기 위해 회사에서 사용할 수 있는 AWS 서비스 또는 도구는 무엇입니까?
","A. AWS Trusted Advisor
B. Amazon CloudWatch
C. Cost Explorer
D. AWS Budgets",c,c,
"A company wants to deploy some of its resources in the AWS Cloud. To meet regulatory requirements, the data must remain local and on premises. There must be low latency between AWS and the company resources.
Which AWS service or feature can be used to meet these requirements?","회사에서 일부 리소스를 AWS 클라우드에 배포하려고 합니다. 규정 요구 사항을 충족하려면 데이터가 로컬 및 온프레미스에 남아 있어야 합니다. AWS와 회사 리소스 간에 지연 시간이 짧아야 합니다.
이러한 요구 사항을 충족하는 데 사용할 수 있는 AWS 서비스 또는 기능은 무엇입니까?","A. AWS Local Zones
B. Availability Zones
C. AWS Outposts
D. AWS Wavelength Zones","a,c","a,c","논란 많음, 아웃포스트 같앗음"
"A company requires an isolated environment within AWS for security purposes.
Which action can be taken to accomplish this?",회사는 보안을 위해 AWS 내에 격리된 환경이 필요합니다. 이를 달성하기 위해 어떤 조치를 취할 수 있습니까?,"A. Create a separate Availability Zone to host the resources.
B. Create a separate VPC to host the resources.
C. Create a placement group to host the resources.
D. Create an AWS Direct Connect connection between the company and AWS.",b,b,
"Which AWS service is a highly available and scalable DNS web service?
",가용성과 확장성이 뛰어난 DNS 웹 서비스인 AWS 서비스는 무엇입니까?,"A. Amazon VPC
B. Amazon CloudFront
C. Amazon Route 53
D. Amazon Connect",c,c,
Which of the following is an AWS best practice for managing an AWS account root user?,다음 중 AWS 계정 루트 사용자를 관리하기 위한 AWS 모범 사례는 무엇입니까?,"A. Keep the root user password with the security team.
B. Enable multi-factor authentication (MFA) for the root user.
C. Create an access key for the root user.
D. Keep the root user password consistent for compliance purposes.",b,b,
"A company wants to improve its security and audit posture by limiting Amazon EC2 inbound access.
What should the company use to access instances remotely instead of opening inbound SSH ports and managing SSH keys?",회사는 Amazon EC2 인바운드 액세스를 제한하여 보안 및 감사 상태를 개선하려고 합니다. 회사는 인바운드 SSH 포트를 열고 SSH 키를 관리하는 대신 원격으로 인스턴스에 액세스하기 위해 무엇을 사용해야 합니까?,"A. EC2 key pairs
B. AWS Systems Manager Session Manager
C. AWS Identity and Access Management (IAM)
D. Network ACLs",b,b,
"After selecting an Amazon EC2 Dedicated Host reservation, which pricing option would provide the largest discount?",Amazon EC2 전용 호스트 예약을 선택한 후 가장 큰 할인을 제공하는 요금 옵션은 무엇입니까?,"A. No upfront payment
B. Hourly on-demand payment
C. Partial upfront payment
D. All upfront payment",d,d,
"A company has refined its workload to use specific AWS services to improve efficiency and reduce cost.
Which best practice for cost governance does this example show?",회사에서 특정 AWS 서비스를 사용하여 효율성을 개선하고 비용을 절감하도록 워크로드를 개선했습니다. 이 예에서 보여주는 비용 거버넌스의 모범 사례는 무엇입니까?,"A. Resource controls
B. Cost allocation
C. Architecture optimization
D. Tagging enforcement",c,c,
"A company would like to host its MySQL databases on AWS and maintain full control over the operating system, database installation, and configuration.
Which AWS service should the company use to host the databases?","회사는 AWS에서 MySQL 데이터베이스를 호스팅하고 운영 체제, 데이터베이스 설치 및 구성에 대한 완전한 제어를 유지하려고 합니다. 회사는 데이터베이스를 호스팅하기 위해 어떤 AWS 서비스를 사용해야 합니까?","A. Amazon RDS
B. Amazon EC2
C. Amazon DynamoDB
D. Amazon Aurora",b,b,
How does the AWS global infrastructure offer high availability and fault tolerance to its users?,AWS 글로벌 인프라는 어떻게 사용자에게 고가용성과 내결함성을 제공합니까?,"A. The AWS infrastructure is made up of multiple AWS Regions within various Availability Zones located in areas that have low flood risk, and are interconnected with low-latency networks and redundant power supplies.
B. The AWS infrastructure consists of subnets containing various Availability Zones with multiple data centers located in the same geographic location.
C. AWS allows users to choose AWS Regions and data centers so that users can select the closest data centers in different Regions.
D. The AWS infrastructure consists of isolated AWS Regions with independent Availability Zones that are connected with low-latency networking and redundant power supplies.",d,d,
"A company is using Amazon EC2 Auto Scaling to scale its Amazon EC2 instances.
Which benefit of the AWS Cloud does this example illustrate?","회사에서 Amazon EC2 Auto Scaling을 사용하여 Amazon EC2 인스턴스를 확장하고 있습니다.
이 예에서 설명하는 AWS 클라우드의 이점은 무엇입니까?","A. High availability
B. Elasticity
C. Reliability
D. Global reach",b,a,"탄력성 다시보기, 신뢰성이랑 헷갈림"
Which AWS service or feature is used to send both text and email messages from distributed applications?,분산 애플리케이션에서 문자 메시지와 이메일 메시지를 모두 보내는 데 사용되는 AWS 서비스 또는 기능은 무엇입니까?,"A. Amazon Simple Notification Service (Amazon SNS)
B. Amazon Simple Email Service (Amazon SES)
C. Amazon CloudWatch alerts
D. Amazon Simple Queue Service (Amazon SQS)",a,a,
A user is able to set up a master payer account to view consolidated billing reports through:,사용자는 마스터 지불인 계정을 설정하여 다음을 통해 통합 결제 보고서를 볼 수 있습니다.,"A. AWS Budgets.
B. Amazon Macie.
C. Amazon QuickSight.
D. AWS Organizations.",d,d,
"According to the AWS shared responsibility model, which task is the customer's responsibility?",AWS 공유 책임 모델에 따르면 고객이 책임지는 작업은 무엇입니까?,"A. Maintaining the infrastructure needed to run AWS Lambda
B. Updating the operating system of Amazon DynamoDB instances
C. Maintaining Amazon S3 infrastructure
D. Updating the guest operating system on Amazon EC2 instances",d,d,
"A company wants to migrate a small website and database quickly from on-premises infrastructure to the AWS Cloud. The company has limited operational knowledge to perform the migration.
Which AWS service supports this use case?
",한 회사가 소규모 웹사이트와 데이터베이스를 온프레미스 인프라에서 AWS 클라우드로 신속하게 마이그레이션하려고 합니다. 회사는 마이그레이션을 수행하기 위한 운영 지식이 제한되어 있습니다. 이 사용 사례를 지원하는 AWS 서비스는 무엇입니까?,"A. Amazon EC2
B. Amazon Lightsail
C. Amazon S3
D. AWS Lambda
",b,b,
"A company is moving multiple applications to a single AWS account. The company wants to monitor the AWS Cloud costs incurred by each application.
What can the company do to meet this requirement?",한 회사에서 여러 애플리케이션을 단일 AWS 계정으로 이전하고 있습니다. 회사는 각 애플리케이션에서 발생하는 AWS 클라우드 비용을 모니터링하려고 합니다. 이 요구 사항을 충족하기 위해 회사는 무엇을 할 수 있습니까?,"A. Set up invoiced billing.
B. Use AWS Artifact.
C. Set budgets in Cost Explorer.
D. Create cost allocation tags.",d,d,
"Which design principle is achieved by following the reliability pillar of the AWS Well-Architected Framework?
",AWS Well-Architected 프레임워크의 안정성 원칙에 따라 달성되는 설계 원칙은 무엇입니까?,"A. Vertical scaling
B. Manual failure recovery
C. Testing recovery procedures
D. Changing infrastructure manually",c,c,
"A user needs to quickly deploy a non-relational database on AWS. The user does not want to manage the underlying hardware or the database software.
Which AWS service can be used to accomplish this?",사용자는 AWS에 비관계형 데이터베이스를 신속하게 배포해야 합니다. 사용자는 기본 하드웨어나 데이터베이스 소프트웨어를 관리하기를 원하지 않습니다. 이를 위해 어떤 AWS 서비스를 사용할 수 있습니까?,"A. Amazon RDS
B. Amazon DynamoDB
C. Amazon Aurora
D. Amazon Redshift
",b,b,
Which task is an AWS responsibility when a workload is running in Amazon RDS?,워크로드가 Amazon RDS에서 실행 중일 때 AWS가 담당하는 작업은 무엇입니까?,"A. Creating the database table
B. Updating the database schema
C. Installing the database engine
D. Dropping the database records",c,c,
"A development team wants to publish and manage web services that provide REST APIs.
Which AWS service will meet this requirement?",개발 팀은 REST API를 제공하는 웹 서비스를 게시하고 관리하려고 합니다. 이 요구 사항을 충족하는 AWS 서비스는 무엇입니까?,"A. AWS App Mesh
B. Amazon API Gateway
C. Amazon CloudFront
D. AWS Cloud Map",b,b,
"A company has a social media platform in which users upload and share photos with other users. The company wants to identify and remove inappropriate photos. The company has no machine learning (ML) scientists and must build this detection capability with no ML expertise.
Which AWS service should the company use to build this capability?
","회사에는 사용자가 사진을 업로드하고 다른 사용자와 공유하는 소셜 미디어 플랫폼이 있습니다. 회사는 부적절한 사진을 식별하고 제거하기를 원합니다. 이 회사에는 ML(기계 학습) 과학자가 없으며 ML 전문 지식 없이 이 탐지 기능을 구축해야 합니다.
회사는 이 기능을 구축하기 위해 어떤 AWS 서비스를 사용해야 합니까?","A. Amazon SageMaker
B. Amazon Textract
C. Amazon Rekognition
D. Amazon Comprehend",c,c,
Which responsibility belongs to AWS when a company hosts its databases on Amazon EC2 instances?,회사가 Amazon EC2 인스턴스에서 데이터베이스를 호스팅할 때 AWS에 속한 책임은 무엇입니까?,"A. Database backups
B. Database software patches
C. Operating system patches
D. Operating system installations.",d,d,
"A company wants to use Amazon S3 to store its legacy data. The data is rarely accessed. However, the data is critical and cannot be recreated. The data needs to be available for retrieval within seconds.
Which S3 storage class meets these requirements MOST cost-effectively?",,"A. S3 Standard
B. S3 One Zone-Infrequent Access (S3 One Zone-IA)
C. S3 Standard-Infrequent Access (S3 Standard-IA)
D. S3 Glacier
",c,b,"데이터는 재성성 X에 -> 고가용성을 선택햇어야 했음
https://aws.amazon.com/about-aws/whats-new/2018/04/announcing-s3-one-zone-infrequent-access-a-new-amazon-s3-storage-class/"
"An online retail company wants to migrate its on-premises workload to AWS. The company needs to automatically handle a seasonal workload increase in a cost- effective manner.
Which AWS Cloud features will help the company meet this requirement? (Choose two.)","온라인 소매 회사는 온프레미스 워크로드를 AWS로 마이그레이션하려고 합니다. 회사는 계절에 따라 증가하는 워크로드를 비용 효율적인 방식으로 자동으로 처리해야 합니다.
회사가 이 요구 사항을 충족하는 데 도움이 되는 AWS 클라우드 기능은 무엇입니까? (두 가지를 선택하세요.)","A. Cross-Region workload deployment
B. Pay-as-you-go pricing
C. Built-in AWS CloudTrail audit capabilities
D. Auto Scaling policies
E. Centralized logging
","b,d","b,d",
Which AWS service helps developers use loose coupling and reliable messaging between microservices?,개발자가 마이크로 서비스 간에 느슨한 결합과 안정적인 메시징을 사용하는 데 도움이 되는 AWS 서비스는 무엇입니까?,"A. Elastic Load Balancing
B. Amazon Simple Notification Service (Amazon SNS)
C. Amazon CloudFront
D. Amazon Simple Queue Service (Amazon SQS)",d,d,
"A company needs to build an application that uses AWS services. The application will be delivered to residents in European Counties. The company must abide by regional regulatory requirements.
Which AWS service or program should the company use to determine which AWS services meet the regional requirements?","회사는 AWS 서비스를 사용하는 애플리케이션을 구축해야 합니다. 신청서는 유럽 카운티 거주자에게 전달됩니다. 회사는 지역 규제 요건을 준수해야 합니다.
지역 요구 사항을 충족하는 AWS 서비스를 결정하기 위해 회사에서 사용해야 하는 AWS 서비스 또는 프로그램은 무엇입니까?","A. AWS Audit Manager
B. AWS Shield
C. AWS Compliance Program
D. AWS Artifact",c,d,AWS Compliance Program를 안배움
"A company needs to implement identity management for a fleet of mobile apps that are running in the AWS Cloud.
Which AWS service will meet this requirement?",회사는 AWS 클라우드에서 실행 중인 모바일 앱 플릿에 대한 자격 증명 관리를 구현해야 합니다. 이 요구 사항을 충족하는 AWS 서비스는 무엇입니까?,"A. Amazon Cognito
B. AWS Security Hub
C. AWS Shield
D. AWS WAF
",a,a,
"A company needs an Amazon EC2 instance for a rightsized database server that must run constantly for 1 year.
Which EC2 instance purchasing option will meet these requirements MOST cost-effectively?","회사는 1년 동안 지속적으로 실행해야 하는 적절한 크기의 데이터베이스 서버를 위해 Amazon EC2 인스턴스가 필요합니다.
이러한 요구 사항을 가장 비용 효율적으로 충족하는 EC2 인스턴스 구매 옵션은 무엇입니까?","A. Standard Reserved Instance
B. Convertible Reserved Instance
C. On-Demand Instance
D. Spot Instance
",a,a,
"A company has multiple applications and is now building a new multi-tier application. The company will host the new application on Amazon EC2 instances. The company wants the network routing and traffic between the various applications to follow the security principle of least privilege.
Which AWS service or feature should the company use to enforce this principle?","한 회사에 여러 애플리케이션이 있으며 현재 새로운 다중 계층 애플리케이션을 구축하고 있습니다. 회사는 Amazon EC2 인스턴스에서 새 애플리케이션을 호스팅합니다. 회사는 다양한 애플리케이션 간의 네트워크 라우팅 및 트래픽이 최소 권한의 보안 원칙을 따르기를 원합니다.
회사에서 이 원칙을 시행하기 위해 사용해야 하는 AWS 서비스 또는 기능은 무엇입니까?","A. Security groups
B. AWS Shield
C. AWS Global Accelerator
D. AWS Direct Connect gateway
",a,a,
"A company's web application requires AWS credentials and authorizations to use an AWS service.
Which IAM entity should the company use as best practice?","회사의 웹 애플리케이션에서 AWS 서비스를 사용하려면 AWS 자격 증명 및 권한 부여가 필요합니다.
회사에서 모범 사례로 사용해야 하는 IAM 엔터티는 무엇입니까?
","A. IAM role
B. IAM user
C. IAM group
D. IAM multi-factor authentication (MFA)",a,a,
"A company is creating a document that defines the operating system patch routine for all the company's systems.
Which AWS resources should the company include in this document? (Choose two.)","회사에서 회사의 모든 시스템에 대한 운영 체제 패치 루틴을 정의하는 문서를 작성하고 있습니다.
회사는 이 문서에 어떤 AWS 리소스를 포함해야 합니까? (두 가지를 선택하세요.)
","A. Amazon EC2 instances
B. AWS Lambda functions
C. AWS Fargate tasks
D. Amazon RDS instances
E. Amazon Elastic Container Service (Amazon ECS) instances","a,d,e","a,e",RDS패치도 고객이 직접 할 수 있나?
Which AWS service or feature gives a company the ability to control incoming traffic and outgoing traffic for Amazon EC2 instances?,회사에서 Amazon EC2 인스턴스에 대한 수신 트래픽과 발신 트래픽을 제어할 수 있는 AWS 서비스 또는 기능은 무엇입니까?,"A. Security groups
B. Amazon Route 53
C. AWS Direct Connect
D. Amazon VPC",a,a,
"A company is starting to build its infrastructure in the AWS Cloud. The company wants access to technical support during business hours. The company also wants general architectural guidance as teams build and test new applications.
Which AWS Support plan will meet these requirements at the LOWEST cost?","한 회사가 AWS 클라우드에서 인프라를 구축하기 시작했습니다. 회사는 업무 시간 동안 기술 지원에 액세스하기를 원합니다. 회사는 또한 팀이 새로운 애플리케이션을 빌드하고 테스트할 때 일반적인 아키텍처 지침을 원합니다.
가장 저렴한 비용으로 이러한 요구 사항을 충족하는 AWS Support 플랜은 무엇입니까?
","A. AWS Basic Support
B. AWS Developer Support
C. AWS Business Support
D. AWS Enterprise Support",b,d,플랜들 다시 보기
"A company is migrating its public website to AWS. The company wants to host the domain name for the website on AWS.
Which AWS service should the company use to meet this requirement?",회사에서 공개 웹 사이트를 AWS로 마이그레이션하고 있습니다. 회사는 AWS에서 웹 사이트의 도메인 이름을 호스팅하려고 합니다. 회사에서 이 요구 사항을 충족하려면 어떤 AWS 서비스를 사용해야 합니까?,"A. AWS Lambda
B. Amazon Route 53
C. Amazon CloudFront
D. AWS Direct Connect",b,b,
"A company needs to evaluate its AWS environment and provide best practice recommendations in five categories: cost, performance, service limits, fault tolerance, and security.
Which AWS service can the company use to meet these requirements?",,"A. AWS Shield
B. AWS WAF
C. AWS Trusted Advisor
D. AWS Service Catalog
",c,c,
Which AWS service provides the capability to view end-to-end performance metrics and troubleshoot distributed applications?,엔드 투 엔드 성능 지표를 보고 분산 애플리케이션 문제를 해결할 수 있는 기능을 제공하는 AWS 서비스는 무엇입니까?,"A. AWS Cloud9
B. AWS CodeStar
C. AWS Cloud Map
D. AWS X-Ray",d,d,
Which cloud computing benefit does AWS demonstrate with its ability to offer lower variable costs as a result of high purchase volumes?,대량 구매로 인해 가변 비용을 낮출 수 있는 능력으로 AWS가 입증하는 클라우드 컴퓨팅 이점은 무엇입니까?,"A. Pay-as-you-go pricing
B. High availability
C. Global reach
D. Economies of scale",d,d,
"Which AWS service provides threat detection by monitoring for malicious activities and unauthorized actions to protect AWS accounts, workloads, and data that is stored in Amazon S3?
","AWS 계정, 워크로드 및 Amazon S3에 저장된 데이터를 보호하기 위해 악의적인 활동 및 무단 작업을 모니터링하여 위협 탐지를 제공하는 AWS 서비스는 무엇입니까?","A. AWS Shield
B. AWS Firewall Manager
C. Amazon GuardDuty
D. Amazon Inspector",c,c,
Which AWS service can a company use to store and manage Docker images?,회사에서 Docker 이미지를 저장하고 관리하는 데 사용할 수 있는 AWS 서비스는 무엇입니까?,"A. Amazon DynamoDB
B. Amazon Kinesis Data Streams
C. Amazon Elastic Container Registry (Amazon ECR)
D. Amazon Elastic File System (Amazon EFS)
",c,c,
"A company needs an automated security assessment report that will identify unintended network access to Amazon EC2 instances. The report also must identify operating system vulnerabilities on those instances.
Which AWS service or feature should the company use to meet this requirement?","회사에는 Amazon EC2 인스턴스에 대한 의도하지 않은 네트워크 액세스를 식별하는 자동화된 보안 평가 보고서가 필요합니다. 보고서는 또한 해당 인스턴스에 대한 운영 체제 취약성을 식별해야 합니다.
이 요구 사항을 충족하기 위해 회사에서 사용해야 하는 AWS 서비스 또는 기능은 무엇입니까?","A. AWS Trusted Advisor
B. Security groups
C. Amazon Macie
D. Amazon Inspector",d,d,
"A global company is building a simple time-tracking mobile app. The app needs to operate globally and must store collected data in a database. Data must be accessible from the AWS Region that is closest to the user.
What should the company do to meet these data storage requirements with the LEAST amount of operational overhead?","한 글로벌 기업이 간단한 시간 추적 모바일 앱을 구축하고 있습니다. 앱은 전역적으로 작동해야 하며 수집된 데이터를 데이터베이스에 저장해야 합니다. 데이터는 사용자와 가장 가까운 AWS 리전에서 액세스할 수 있어야 합니다.
최소한의 운영 오버헤드로 이러한 데이터 스토리지 요구 사항을 충족하려면 회사에서 무엇을 해야 합니까?","A. Use Amazon EC2 in multiple Regions to host separate databases
B. Use Amazon RDS cross-Region replication
C. Use Amazon DynamoDB global tables
D. Use AWS Database Migration Service (AWS DMS)",c,c,
Which of the following are economic advantages of the AWS Cloud? (Choose two.),다음 중 AWS 클라우드의 경제적 이점은 무엇입니까? (두 가지를 선택하세요.),"A. Increased workforce productivity
B. Decreased need to encrypt user data
C. Manual compliance audits
D. Simplified total cost of ownership (TCO) accounting
E. Faster product launches","a,d,e","d,e",논란이 많음
